"n","p","test","rep","seed","time_sec","mem_bytes","glm_iter","refit_iter","refit_converged","n_events","event_rate"
10000,8,"glm_fit",7,22460713,0.0385475000002771,24432880,4,NA,NA,5147,0.5147
10000,8,"glm_fit",8,22460714,0.0351937000000362,24432880,4,NA,NA,5094,0.5094
10000,8,"glm_fit",9,22460715,0.0322940999999446,20069792,3,NA,NA,5155,0.5155
10000,8,"glm_fit",10,22460716,0.0338027000002512,24432880,4,NA,NA,4990,0.499
10000,8,"glm_fit",11,22460717,0.0222341000003325,20069792,3,NA,NA,5047,0.5047
10000,8,"glm_fit",12,22460718,0.025820400000157,20069792,3,NA,NA,5078,0.5078
10000,8,"glm_fit",13,22460719,0.0343339999999444,20069792,3,NA,NA,5212,0.5212
10000,8,"glm_fit",14,22460720,0.040464200000315,20069792,3,NA,NA,5110,0.511
10000,8,"glm_fit",15,22460721,0.0285085000002709,20069792,3,NA,NA,5156,0.5156
10000,8,"glm_fit",16,22460722,0.0237111000001278,20069792,3,NA,NA,5054,0.5054
10000,8,"glm_fit",17,22460723,0.0370298000000275,20069792,3,NA,NA,5108,0.5108
10000,8,"glm_fit",18,22460724,0.035102500000221,20069792,3,NA,NA,5114,0.5114
10000,8,"glm_fit",19,22460725,0.0379305000001295,24432880,4,NA,NA,5039,0.5039
10000,8,"glm_fit",20,22460726,0.0337442000002284,20069792,3,NA,NA,5024,0.5024
10000,8,"glm_fit",21,22460727,0.032686700000113,24432880,4,NA,NA,5128,0.5128
10000,8,"glm_fit",22,22460728,0.0282825000001594,24432880,4,NA,NA,5035,0.5035
10000,8,"glm_fit",23,22460729,0.0308532000001378,20069792,3,NA,NA,5153,0.5153
10000,8,"glm_fit",24,22460730,0.0301095000002078,24432880,4,NA,NA,5165,0.5165
10000,8,"glm_fit",25,22460731,0.0332429000000047,20069792,3,NA,NA,5100,0.51
10000,8,"glm_fit",26,22460732,0.0241601000000173,24432880,4,NA,NA,5171,0.5171
10000,8,"glm_fit",27,22460733,0.0292598999999427,20069792,3,NA,NA,5030,0.503
10000,8,"glm_fit",28,22460734,0.0278379000003497,20069792,3,NA,NA,5065,0.5065
10000,8,"glm_fit",29,22460735,0.0259968000002573,20069792,3,NA,NA,5100,0.51
10000,8,"glm_fit",30,22460736,0.0236167000002752,20069792,3,NA,NA,5061,0.5061
10000,16,"DEF.poly3",1,22560707,0.0306500000001506,8406640,3,NA,NA,5077,0.5077
10000,16,"DEF.poly3",2,22560708,0.0201387000001887,8406640,4,NA,NA,5042,0.5042
10000,16,"DEF.poly3",3,22560709,0.0322572000000036,8406640,3,NA,NA,5089,0.5089
10000,16,"DEF.poly3",4,22560710,0.0303453000001355,8406640,3,NA,NA,5114,0.5114
10000,16,"DEF.poly3",5,22560711,0.0316947000001164,8406640,3,NA,NA,5108,0.5108
10000,16,"DEF.poly3",6,22560712,0.0214186000002883,8406640,3,NA,NA,5070,0.507
10000,16,"DEF.poly3",7,22560713,0.028750600000194,8406640,4,NA,NA,5187,0.5187
10000,16,"DEF.poly3",8,22560714,0.0373072999998385,8406640,4,NA,NA,5190,0.519
10000,16,"DEF.poly3",9,22560715,0.0327621000001272,8406640,4,NA,NA,5134,0.5134
10000,16,"DEF.poly3",10,22560716,0.0395144999999957,8406640,4,NA,NA,5079,0.5079
10000,16,"DEF.poly3",11,22560717,0.0185179000002336,8406640,3,NA,NA,5074,0.5074
10000,16,"DEF.poly3",12,22560718,0.0333880000002864,8406640,3,NA,NA,5037,0.5037
10000,16,"DEF.poly3",13,22560719,0.0295444000000771,8406640,4,NA,NA,5095,0.5095
10000,16,"DEF.poly3",14,22560720,0.0382394000000659,8406640,4,NA,NA,5148,0.5148
10000,16,"DEF.poly3",15,22560721,0.0348642000001291,8406640,3,NA,NA,5016,0.5016
10000,16,"DEF.poly3",16,22560722,0.0185559000001376,8406664,3,NA,NA,5057,0.5057
10000,16,"DEF.poly3",17,22560723,0.0350164000001314,8406640,4,NA,NA,5112,0.5112
10000,16,"DEF.poly3",18,22560724,0.031575100000282,8406640,4,NA,NA,5063,0.5063
10000,16,"DEF.poly3",19,22560725,0.0289463000001433,8406640,3,NA,NA,5138,0.5138
10000,16,"DEF.poly3",20,22560726,0.0291252000001805,8406640,4,NA,NA,5152,0.5152
10000,16,"DEF.poly3",21,22560727,0.0264235000001918,8406640,3,NA,NA,5060,0.506
10000,16,"DEF.poly3",22,22560728,0.0342600999999831,8406640,3,NA,NA,5177,0.5177
10000,16,"DEF.poly3",23,22560729,0.0407689000001028,8406640,4,NA,NA,5076,0.5076
10000,16,"DEF.poly3",24,22560730,0.0389813999997841,8406640,3,NA,NA,5215,0.5215
10000,16,"DEF.poly3",25,22560731,0.0298674999999093,8406640,3,NA,NA,5089,0.5089
10000,16,"DEF.poly3",26,22560732,0.0191000000002077,8406640,3,NA,NA,4973,0.4973
10000,16,"DEF.poly3",27,22560733,0.0289330000000518,8406640,3,NA,NA,5061,0.5061
10000,16,"DEF.poly3",28,22560734,0.0304909000001317,8406640,3,NA,NA,5044,0.5044
10000,16,"DEF.poly3",29,22560735,0.0328733000001193,8406640,4,NA,NA,5143,0.5143
10000,16,"DEF.poly3",30,22560736,0.0196559000000889,8406640,3,NA,NA,5190,0.519
10000,16,"DEF.stukel",1,22560707,0.0287139000001844,8399736,3,NA,NA,5077,0.5077
10000,16,"DEF.stukel",2,22560708,0.0189462000003005,8399736,4,NA,NA,5042,0.5042
10000,16,"DEF.stukel",3,22560709,0.0324339999999665,8399736,3,NA,NA,5089,0.5089
10000,16,"DEF.stukel",4,22560710,0.0276830000000245,8399736,3,NA,NA,5114,0.5114
10000,16,"DEF.stukel",5,22560711,0.0310175000001891,8399736,3,NA,NA,5108,0.5108
10000,16,"DEF.stukel",6,22560712,0.0187827000002017,8399736,3,NA,NA,5070,0.507
10000,16,"DEF.stukel",7,22560713,0.0277284000001146,8399736,4,NA,NA,5187,0.5187
10000,16,"DEF.stukel",8,22560714,0.0367812000001777,8399736,4,NA,NA,5190,0.519
10000,16,"DEF.stukel",9,22560715,0.0300746000000345,8399736,4,NA,NA,5134,0.5134
10000,16,"DEF.stukel",10,22560716,0.0353141000002779,8399736,4,NA,NA,5079,0.5079
10000,16,"DEF.stukel",11,22560717,0.0196062000002257,8399736,3,NA,NA,5074,0.5074
10000,16,"DEF.stukel",12,22560718,0.0333144999999604,8399736,3,NA,NA,5037,0.5037
10000,16,"DEF.stukel",13,22560719,0.0453162999999677,8399736,4,NA,NA,5095,0.5095
10000,16,"DEF.stukel",14,22560720,0.0305141000001186,8399736,4,NA,NA,5148,0.5148
10000,16,"DEF.stukel",15,22560721,0.0357958000001872,8399736,3,NA,NA,5016,0.5016
10000,16,"DEF.stukel",16,22560722,0.0188533000000461,8399736,3,NA,NA,5057,0.5057
10000,16,"DEF.stukel",17,22560723,0.0393137999999453,8399736,4,NA,NA,5112,0.5112
10000,16,"DEF.stukel",18,22560724,0.0358066999999664,8399736,4,NA,NA,5063,0.5063
10000,16,"DEF.stukel",19,22560725,0.030089800000269,8399736,3,NA,NA,5138,0.5138
10000,16,"DEF.stukel",20,22560726,0.032698499999924,8399736,4,NA,NA,5152,0.5152
10000,16,"DEF.stukel",21,22560727,0.0188706000001275,8399736,3,NA,NA,5060,0.506
10000,16,"DEF.stukel",22,22560728,0.0272473000002265,8399736,3,NA,NA,5177,0.5177
10000,16,"DEF.stukel",23,22560729,0.0295602000003328,8399736,4,NA,NA,5076,0.5076
10000,16,"DEF.stukel",24,22560730,0.0285768000001099,8399736,3,NA,NA,5215,0.5215
10000,16,"DEF.stukel",25,22560731,0.0454185000003235,8399736,3,NA,NA,5089,0.5089
10000,16,"DEF.stukel",26,22560732,0.0272356000002674,8399736,3,NA,NA,4973,0.4973
10000,16,"DEF.stukel",27,22560733,0.0276506000002428,8399736,3,NA,NA,5061,0.5061
10000,16,"DEF.stukel",28,22560734,0.0268132000003334,8399736,3,NA,NA,5044,0.5044
10000,16,"DEF.stukel",29,22560735,0.0326002000001608,8399736,4,NA,NA,5143,0.5143
10000,16,"DEF.stukel",30,22560736,0.0230518000000757,8399736,3,NA,NA,5190,0.519
10000,16,"EF",1,22560707,0.00757850000013605,3638616,3,NA,NA,5077,0.5077
10000,16,"EF",2,22560708,0.00455389999979161,3638616,4,NA,NA,5042,0.5042
10000,16,"EF",3,22560709,0.00974820000010368,3638616,3,NA,NA,5089,0.5089
10000,16,"EF",4,22560710,0.0107045000002017,3638616,3,NA,NA,5114,0.5114
10000,16,"EF",5,22560711,0.010116600000174,3638616,3,NA,NA,5108,0.5108
10000,16,"EF",6,22560712,0.00384839999992437,3638616,3,NA,NA,5070,0.507
10000,16,"EF",7,22560713,0.0278818000001593,3638616,4,NA,NA,5187,0.5187
10000,16,"EF",8,22560714,0.13513150000017,3638616,4,NA,NA,5190,0.519
10000,16,"EF",9,22560715,0.00844690000030823,3638616,4,NA,NA,5134,0.5134
10000,16,"EF",10,22560716,0.00882510000019465,3638616,4,NA,NA,5079,0.5079
10000,16,"EF",11,22560717,0.00691770000003089,3638616,3,NA,NA,5074,0.5074
10000,16,"EF",12,22560718,0.00767960000007406,3638616,3,NA,NA,5037,0.5037
10000,16,"EF",13,22560719,0.0082446000001255,3638616,4,NA,NA,5095,0.5095
10000,16,"EF",14,22560720,0.0149364000001242,3638616,4,NA,NA,5148,0.5148
10000,16,"EF",15,22560721,0.00640540000017609,3638616,3,NA,NA,5016,0.5016
10000,16,"EF",16,22560722,0.00352810000003956,3638616,3,NA,NA,5057,0.5057
10000,16,"EF",17,22560723,0.00720350000005965,3638616,4,NA,NA,5112,0.5112
10000,16,"EF",18,22560724,0.00893750000022919,3638616,4,NA,NA,5063,0.5063
10000,16,"EF",19,22560725,0.00632350000023507,3638616,3,NA,NA,5138,0.5138
10000,16,"EF",20,22560726,0.00843320000012682,3638616,4,NA,NA,5152,0.5152
10000,16,"EF",21,22560727,0.00351609999984248,3638616,3,NA,NA,5060,0.506
10000,16,"EF",22,22560728,0.0100719000001845,3638616,3,NA,NA,5177,0.5177
10000,16,"EF",23,22560729,0.00959030000012717,3638616,4,NA,NA,5076,0.5076
10000,16,"EF",24,22560730,0.0170774000002893,3638616,3,NA,NA,5215,0.5215
10000,16,"EF",25,22560731,0.00819070000011379,3638616,3,NA,NA,5089,0.5089
10000,16,"EF",26,22560732,0.00386610000032306,3638616,3,NA,NA,4973,0.4973
10000,16,"EF",27,22560733,0.00849160000007032,3638616,3,NA,NA,5061,0.5061
10000,16,"EF",28,22560734,0.00618250000002263,3638616,3,NA,NA,5044,0.5044
10000,16,"EF",29,22560735,0.013757700000042,3638616,4,NA,NA,5143,0.5143
10000,16,"EF",30,22560736,0.00352700000030381,3638616,3,NA,NA,5190,0.519
10000,16,"HL",1,22560707,0.0206064000001334,3055952,3,NA,NA,5077,0.5077
10000,16,"HL",2,22560708,0.012783600000148,3055952,4,NA,NA,5042,0.5042
10000,16,"HL",3,22560709,0.0191302000002906,3055952,3,NA,NA,5089,0.5089
10000,16,"HL",4,22560710,0.0183004000000437,3055952,3,NA,NA,5114,0.5114
10000,16,"HL",5,22560711,0.0198292000000038,3055952,3,NA,NA,5108,0.5108
10000,16,"HL",6,22560712,0.0138359000000037,3055952,3,NA,NA,5070,0.507
10000,16,"HL",7,22560713,0.0193488999998408,3055952,4,NA,NA,5187,0.5187
10000,16,"HL",8,22560714,0.0191323000001375,3055952,4,NA,NA,5190,0.519
10000,16,"HL",9,22560715,0.0176738000002388,3055952,4,NA,NA,5134,0.5134
10000,16,"HL",10,22560716,0.0204973000002155,3055952,4,NA,NA,5079,0.5079
10000,16,"HL",11,22560717,0.0132050000001982,3055952,3,NA,NA,5074,0.5074
10000,16,"HL",12,22560718,0.0205127000001539,3055952,3,NA,NA,5037,0.5037
10000,16,"HL",13,22560719,0.0183117999999922,3055952,4,NA,NA,5095,0.5095
10000,16,"HL",14,22560720,0.0178865000002588,3055952,4,NA,NA,5148,0.5148
10000,16,"HL",15,22560721,0.0192128999999568,3055952,3,NA,NA,5016,0.5016
10000,16,"HL",16,22560722,0.0165670000001228,3055952,3,NA,NA,5057,0.5057
10000,16,"HL",17,22560723,0.0188223000002381,3055952,4,NA,NA,5112,0.5112
10000,16,"HL",18,22560724,0.0226921999999377,3055952,4,NA,NA,5063,0.5063
10000,16,"HL",19,22560725,0.0189594000000852,3055952,3,NA,NA,5138,0.5138
10000,16,"HL",20,22560726,0.0265676000001349,3055952,4,NA,NA,5152,0.5152
10000,16,"HL",21,22560727,0.0144216000001052,3055952,3,NA,NA,5060,0.506
10000,16,"HL",22,22560728,0.0184643000002325,3055952,3,NA,NA,5177,0.5177
10000,16,"HL",23,22560729,0.0180380000001605,3055952,4,NA,NA,5076,0.5076
10000,16,"HL",24,22560730,0.0259989000001042,3055952,3,NA,NA,5215,0.5215
10000,16,"HL",25,22560731,0.020630900000242,3055952,3,NA,NA,5089,0.5089
10000,16,"HL",26,22560732,0.0130348000002414,3055952,3,NA,NA,4973,0.4973
10000,16,"HL",27,22560733,0.0199700000000576,3055952,3,NA,NA,5061,0.5061
10000,16,"HL",28,22560734,0.0176261000001432,3055952,3,NA,NA,5044,0.5044
10000,16,"HL",29,22560735,0.0213735000002089,3055952,4,NA,NA,5143,0.5143
10000,16,"HL",30,22560736,0.0132591999997658,3055952,3,NA,NA,5190,0.519
10000,16,"Pigeon-Heyse",1,22560707,0.00713440000004084,3108896,3,NA,NA,5077,0.5077
10000,16,"Pigeon-Heyse",2,22560708,0.00514500000031148,3108896,4,NA,NA,5042,0.5042
10000,16,"Pigeon-Heyse",3,22560709,0.0110036000000946,3108896,3,NA,NA,5089,0.5089
10000,16,"Pigeon-Heyse",4,22560710,0.00662819999979547,3108896,3,NA,NA,5114,0.5114
10000,16,"Pigeon-Heyse",5,22560711,0.00878620000025876,3108896,3,NA,NA,5108,0.5108
10000,16,"Pigeon-Heyse",6,22560712,0.003429800000049,3108896,3,NA,NA,5070,0.507
10000,16,"Pigeon-Heyse",7,22560713,0.00684820000014952,3108896,4,NA,NA,5187,0.5187
10000,16,"Pigeon-Heyse",8,22560714,0.00679179999997359,3108896,4,NA,NA,5190,0.519
10000,16,"Pigeon-Heyse",9,22560715,0.0055806999998822,3108896,4,NA,NA,5134,0.5134
10000,16,"Pigeon-Heyse",10,22560716,0.0058512000000519,3108896,4,NA,NA,5079,0.5079
10000,16,"Pigeon-Heyse",11,22560717,0.00454980000017713,3108896,3,NA,NA,5074,0.5074
10000,16,"Pigeon-Heyse",12,22560718,0.00680290000013883,3108896,3,NA,NA,5037,0.5037
10000,16,"Pigeon-Heyse",13,22560719,0.00540799999998853,3108896,4,NA,NA,5095,0.5095
10000,16,"Pigeon-Heyse",14,22560720,0.00539849999995567,3108896,4,NA,NA,5148,0.5148
10000,16,"Pigeon-Heyse",15,22560721,0.00597280000010869,3108896,3,NA,NA,5016,0.5016
10000,16,"Pigeon-Heyse",16,22560722,0.00392090000013923,3108896,3,NA,NA,5057,0.5057
10000,16,"Pigeon-Heyse",17,22560723,0.00614440000003924,3108896,4,NA,NA,5112,0.5112
10000,16,"Pigeon-Heyse",18,22560724,0.00606020000009266,3108896,4,NA,NA,5063,0.5063
10000,16,"Pigeon-Heyse",19,22560725,0.0068935000001602,3108896,3,NA,NA,5138,0.5138
10000,16,"Pigeon-Heyse",20,22560726,0.00729160000014417,3108896,4,NA,NA,5152,0.5152
10000,16,"Pigeon-Heyse",21,22560727,0.00425600000016857,3108896,3,NA,NA,5060,0.506
10000,16,"Pigeon-Heyse",22,22560728,0.00649880000014491,3108896,3,NA,NA,5177,0.5177
10000,16,"Pigeon-Heyse",23,22560729,0.00559840000028089,3108896,4,NA,NA,5076,0.5076
10000,16,"Pigeon-Heyse",24,22560730,0.0118592999999692,3108896,3,NA,NA,5215,0.5215
10000,16,"Pigeon-Heyse",25,22560731,0.00700690000007853,3108896,3,NA,NA,5089,0.5089
10000,16,"Pigeon-Heyse",26,22560732,0.00699329999997644,3108896,3,NA,NA,4973,0.4973
10000,16,"Pigeon-Heyse",27,22560733,0.016771700000163,3108896,3,NA,NA,5061,0.5061
10000,16,"Pigeon-Heyse",28,22560734,0.00740960000007362,3108896,3,NA,NA,5044,0.5044
10000,16,"Pigeon-Heyse",29,22560735,0.00558810000029553,3108896,4,NA,NA,5143,0.5143
10000,16,"Pigeon-Heyse",30,22560736,0.00361960000032013,3108896,3,NA,NA,5190,0.519
10000,16,"Osius-Rojek",1,22560707,0.00853120000010676,5683760,3,NA,NA,5077,0.5077
10000,16,"Osius-Rojek",2,22560708,0.0048796000000948,5683760,4,NA,NA,5042,0.5042
10000,16,"Osius-Rojek",3,22560709,0.00811240000007274,5683760,3,NA,NA,5089,0.5089
10000,16,"Osius-Rojek",4,22560710,0.00750480000010612,5683760,3,NA,NA,5114,0.5114
10000,16,"Osius-Rojek",5,22560711,0.00955040000008012,5683760,3,NA,NA,5108,0.5108
10000,16,"Osius-Rojek",6,22560712,0.00515630000018064,5683760,3,NA,NA,5070,0.507
10000,16,"Osius-Rojek",7,22560713,0.0101415000001452,5683760,4,NA,NA,5187,0.5187
10000,16,"Osius-Rojek",8,22560714,0.0078304000001026,5683760,4,NA,NA,5190,0.519
10000,16,"Osius-Rojek",9,22560715,0.00880230000029769,5683760,4,NA,NA,5134,0.5134
10000,16,"Osius-Rojek",10,22560716,0.00760510000009162,5683760,4,NA,NA,5079,0.5079
10000,16,"Osius-Rojek",11,22560717,0.00547080000023925,5683760,3,NA,NA,5074,0.5074
10000,16,"Osius-Rojek",12,22560718,0.00753230000009353,5683760,3,NA,NA,5037,0.5037
10000,16,"Osius-Rojek",13,22560719,0.00794180000025335,5683760,4,NA,NA,5095,0.5095
10000,16,"Osius-Rojek",14,22560720,0.00738650000016605,5683760,4,NA,NA,5148,0.5148
10000,16,"Osius-Rojek",15,22560721,0.0147174000001087,5683760,3,NA,NA,5016,0.5016
10000,16,"Osius-Rojek",16,22560722,0.00489950000019235,5683760,3,NA,NA,5057,0.5057
10000,16,"Osius-Rojek",17,22560723,0.0142450000000736,5683760,4,NA,NA,5112,0.5112
10000,16,"Osius-Rojek",18,22560724,0.0102203000001282,5683760,4,NA,NA,5063,0.5063
10000,16,"Osius-Rojek",19,22560725,0.00849319999997533,5683760,3,NA,NA,5138,0.5138
10000,16,"Osius-Rojek",20,22560726,0.00880550000010771,5683760,4,NA,NA,5152,0.5152
10000,16,"Osius-Rojek",21,22560727,0.0055915000002642,5683760,3,NA,NA,5060,0.506
10000,16,"Osius-Rojek",22,22560728,0.00843250000002627,5683760,3,NA,NA,5177,0.5177
10000,16,"Osius-Rojek",23,22560729,0.00904670000022634,5683760,4,NA,NA,5076,0.5076
10000,16,"Osius-Rojek",24,22560730,0.0958411999999953,5683760,3,NA,NA,5215,0.5215
10000,16,"Osius-Rojek",25,22560731,0.00894109999990178,5683760,3,NA,NA,5089,0.5089
10000,16,"Osius-Rojek",26,22560732,0.00928040000007968,5683760,3,NA,NA,4973,0.4973
10000,16,"Osius-Rojek",27,22560733,0.00835870000014438,5683760,3,NA,NA,5061,0.5061
10000,16,"Osius-Rojek",28,22560734,0.00744720000011512,5683760,3,NA,NA,5044,0.5044
10000,16,"Osius-Rojek",29,22560735,0.00664800000004107,5683760,4,NA,NA,5143,0.5143
10000,16,"Osius-Rojek",30,22560736,0.00912210000024061,5683760,3,NA,NA,5190,0.519
10000,16,"Stukel",1,22560707,0.00918580000006841,6363960,3,4,1,5077,0.5077
10000,16,"Stukel",2,22560708,0.00408480000010059,6363960,4,4,1,5042,0.5042
10000,16,"Stukel",3,22560709,0.00659410000025673,6363960,3,4,1,5089,0.5089
10000,16,"Stukel",4,22560710,0.0074394000000666,6363960,3,4,1,5114,0.5114
10000,16,"Stukel",5,22560711,0.00689230000011776,6363960,3,4,1,5108,0.5108
10000,16,"Stukel",6,22560712,0.00423970000019835,6363960,3,4,1,5070,0.507
10000,16,"Stukel",7,22560713,0.0108338000002277,6363960,4,4,1,5187,0.5187
10000,16,"Stukel",8,22560714,0.00713120000023082,6363960,4,4,1,5190,0.519
10000,16,"Stukel",9,22560715,0.00647070000013628,6363960,4,4,1,5134,0.5134
10000,16,"Stukel",10,22560716,0.00765130000013414,6363960,4,4,1,5079,0.5079
10000,16,"Stukel",11,22560717,0.00534170000014456,6363960,3,4,1,5074,0.5074
10000,16,"Stukel",12,22560718,0.00827950000029887,6363960,3,4,1,5037,0.5037
10000,16,"Stukel",13,22560719,0.00823740000009821,6363960,4,4,1,5095,0.5095
10000,16,"Stukel",14,22560720,0.00561579999998685,6363960,4,4,1,5148,0.5148
10000,16,"Stukel",15,22560721,0.0152041000001191,6363960,3,4,1,5016,0.5016
10000,16,"Stukel",16,22560722,0.00359270000012657,6363960,3,4,1,5057,0.5057
10000,16,"Stukel",17,22560723,0.0067543000002388,6363960,4,4,1,5112,0.5112
10000,16,"Stukel",18,22560724,0.00573420000000624,6363960,4,4,1,5063,0.5063
10000,16,"Stukel",19,22560725,0.0168321000001015,6363960,3,4,1,5138,0.5138
10000,16,"Stukel",20,22560726,0.0079491000001326,6363960,4,4,1,5152,0.5152
10000,16,"Stukel",21,22560727,0.00346239999998943,6363960,3,4,1,5060,0.506
10000,16,"Stukel",22,22560728,0.00862580000011803,6363960,3,4,1,5177,0.5177
10000,16,"Stukel",23,22560729,0.00761900000020432,6363960,4,4,1,5076,0.5076
10000,16,"Stukel",24,22560730,0.00500910000005206,6363960,3,4,1,5215,0.5215
10000,16,"Stukel",25,22560731,0.00880600000004961,6363960,3,4,1,5089,0.5089
10000,16,"Stukel",26,22560732,0.00348000000008142,6363960,3,4,1,4973,0.4973
10000,16,"Stukel",27,22560733,0.0054374999999709,6363960,3,4,1,5061,0.5061
10000,16,"Stukel",28,22560734,0.00584230000004027,6363960,3,4,1,5044,0.5044
10000,16,"Stukel",29,22560735,0.00553430000013577,6363960,4,4,1,5143,0.5143
10000,16,"Stukel",30,22560736,0.00400060000015401,6363960,3,4,1,5190,0.519
10000,16,"Tsiatis",1,22560707,0.144158500000231,14771424,3,NA,NA,5077,0.5077
10000,16,"Tsiatis",2,22560708,0.0835891000001538,14771424,4,NA,NA,5042,0.5042
10000,16,"Tsiatis",3,22560709,0.120484799999986,14771424,3,NA,NA,5089,0.5089
10000,16,"Tsiatis",4,22560710,0.144447000000127,14771424,3,NA,NA,5114,0.5114
10000,16,"Tsiatis",5,22560711,0.156040200000234,14771424,3,NA,NA,5108,0.5108
10000,16,"Tsiatis",6,22560712,0.10673850000012,14771424,3,NA,NA,5070,0.507
10000,16,"Tsiatis",7,22560713,0.139914699999736,14771424,4,NA,NA,5187,0.5187
10000,16,"Tsiatis",8,22560714,0.113683300000048,14771424,4,NA,NA,5190,0.519
10000,16,"Tsiatis",9,22560715,0.117578200000253,14771424,4,NA,NA,5134,0.5134
10000,16,"Tsiatis",10,22560716,0.133460700000114,14771424,4,NA,NA,5079,0.5079
10000,16,"Tsiatis",11,22560717,0.0800408000002335,14771424,3,NA,NA,5074,0.5074
10000,16,"Tsiatis",12,22560718,0.127836800000068,14771424,3,NA,NA,5037,0.5037
10000,16,"Tsiatis",13,22560719,0.0858039000002009,14771424,4,NA,NA,5095,0.5095
10000,16,"Tsiatis",14,22560720,0.142050900000186,14771424,4,NA,NA,5148,0.5148
10000,16,"Tsiatis",15,22560721,0.136164000000235,14771424,3,NA,NA,5016,0.5016
10000,16,"Tsiatis",16,22560722,0.110280499999817,14771424,3,NA,NA,5057,0.5057
10000,16,"Tsiatis",17,22560723,0.10628070000007,14771424,4,NA,NA,5112,0.5112
10000,16,"Tsiatis",18,22560724,0.153947300000027,14771424,4,NA,NA,5063,0.5063
10000,16,"Tsiatis",19,22560725,0.142339400000083,14771424,3,NA,NA,5138,0.5138
10000,16,"Tsiatis",20,22560726,0.123915100000204,14771424,4,NA,NA,5152,0.5152
10000,16,"Tsiatis",21,22560727,0.0808587000001353,14771424,3,NA,NA,5060,0.506
10000,16,"Tsiatis",22,22560728,0.146371100000351,14771424,3,NA,NA,5177,0.5177
10000,16,"Tsiatis",23,22560729,0.152393500000244,14771424,4,NA,NA,5076,0.5076
10000,16,"Tsiatis",24,22560730,0.154480700000249,14771424,3,NA,NA,5215,0.5215
10000,16,"Tsiatis",25,22560731,0.162904099999878,14771424,3,NA,NA,5089,0.5089
10000,16,"Tsiatis",26,22560732,0.122874200000069,14771424,3,NA,NA,4973,0.4973
10000,16,"Tsiatis",27,22560733,0.146533000000318,14771424,3,NA,NA,5061,0.5061
10000,16,"Tsiatis",28,22560734,0.129733199999919,14771424,3,NA,NA,5044,0.5044
10000,16,"Tsiatis",29,22560735,0.147372700000233,14771424,4,NA,NA,5143,0.5143
10000,16,"Tsiatis",30,22560736,0.10909010000023,14771424,3,NA,NA,5190,0.519
10000,16,"Xie",1,22560707,3.26483159999998,50769808,3,NA,NA,5077,0.5077
10000,16,"Xie",2,22560708,2.60996670000009,50769816,4,NA,NA,5042,0.5042
10000,16,"Xie",3,22560709,3.51752160000001,50769816,3,NA,NA,5089,0.5089
10000,16,"Xie",4,22560710,3.48452170000019,50769808,3,NA,NA,5114,0.5114
10000,16,"Xie",5,22560711,3.42334690000007,50769816,3,NA,NA,5108,0.5108
10000,16,"Xie",6,22560712,2.517967,50769808,3,NA,NA,5070,0.507
10000,16,"Xie",7,22560713,3.33177390000014,50769792,4,NA,NA,5187,0.5187
10000,16,"Xie",8,22560714,3.34013040000013,50769808,4,NA,NA,5190,0.519
10000,16,"Xie",9,22560715,3.38540280000029,50769808,4,NA,NA,5134,0.5134
10000,16,"Xie",10,22560716,3.36656900000025,50769808,4,NA,NA,5079,0.5079
10000,16,"Xie",11,22560717,2.60986520000006,50769800,3,NA,NA,5074,0.5074
10000,16,"Xie",12,22560718,3.25971090000007,50769800,3,NA,NA,5037,0.5037
10000,16,"Xie",13,22560719,3.50972370000022,50769808,4,NA,NA,5095,0.5095
10000,16,"Xie",14,22560720,3.35599000000025,50769792,4,NA,NA,5148,0.5148
10000,16,"Xie",15,22560721,3.49998970000024,50769816,3,NA,NA,5016,0.5016
10000,16,"Xie",16,22560722,2.55159210000011,50769816,3,NA,NA,5057,0.5057
10000,16,"Xie",17,22560723,3.42432780000036,50769816,4,NA,NA,5112,0.5112
10000,16,"Xie",18,22560724,3.31592230000024,50769816,4,NA,NA,5063,0.5063
10000,16,"Xie",19,22560725,3.33336660000009,50769808,3,NA,NA,5138,0.5138
10000,16,"Xie",20,22560726,3.40744940000013,50769792,4,NA,NA,5152,0.5152
10000,16,"Xie",21,22560727,2.60040470000013,50769816,3,NA,NA,5060,0.506
10000,16,"Xie",22,22560728,3.44428790000006,50769800,3,NA,NA,5177,0.5177
10000,16,"Xie",23,22560729,3.51337740000031,50769800,4,NA,NA,5076,0.5076
10000,16,"Xie",24,22560730,3.38093360000016,50769816,3,NA,NA,5215,0.5215
10000,16,"Xie",25,22560731,3.26805070000023,50769816,3,NA,NA,5089,0.5089
10000,16,"Xie",26,22560732,2.61371150000036,50769792,3,NA,NA,4973,0.4973
10000,16,"Xie",27,22560733,3.39413050000007,50769792,3,NA,NA,5061,0.5061
10000,16,"Xie",28,22560734,3.42463549999979,50769808,3,NA,NA,5044,0.5044
10000,16,"Xie",29,22560735,3.41808270000024,50769808,4,NA,NA,5143,0.5143
10000,16,"Xie",30,22560736,2.56179670000006,50769808,3,NA,NA,5190,0.519
10000,16,"Pulkstenis-Robinson",1,22560707,0.0172454999999445,8128072,3,NA,NA,5077,0.5077
10000,16,"Pulkstenis-Robinson",2,22560708,0.0102253000002293,8128072,4,NA,NA,5042,0.5042
10000,16,"Pulkstenis-Robinson",3,22560709,0.0190243000001828,8128072,3,NA,NA,5089,0.5089
