"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"contint","0.5",200,10,0.05,"DEF.poly2",0.1432,0.1393,0.0548,10000,0.00350276690631849
"contint","0.5",200,10,0.1,"DEF.poly2",0.2178,0.21,0.1087,10000,0.00412750723803121
"contint","0.5",200,10,0.01,"DEF.poly3",0.0468,0.0466,0.011,10000,0.00211210227025114
"contint","0.5",200,10,0.05,"DEF.poly3",0.1242,0.1216,0.0536,10000,0.00329809581425404
"contint","0.5",200,10,0.1,"DEF.poly3",0.2005,0.2012,0.1045,10000,0.00400374512175788
"contint","0.5",200,10,0.01,"DEF.stukel",0.0689206762028609,0.0119035710713214,0.0125,10000,0.00253319199024869
"contint","0.5",200,10,0.05,"DEF.stukel",0.151045313594078,0.0359107732319696,0.0477,10000,0.00358093042148748
"contint","0.5",200,10,0.1,"DEF.stukel",0.223767130139042,0.0577173151945584,0.0996,10000,0.00416767802989121
"contint","0.5",200,10,0.01,"EF",0.0162,0.0221,0.0076,10000,0.00126244049364713
"contint","0.5",200,10,0.05,"EF",0.0677,0.0719,0.0473,10000,0.00251230392269725
"contint","0.5",200,10,0.1,"EF",0.1255,0.1255,0.1001,10000,0.00331284998151139
"contint","0.5",200,10,0.01,"HL",0.0216,0.0271,0.0073,10000,0.00145373450120715
"contint","0.5",200,10,0.05,"HL",0.0828,0.0865,0.0471,10000,0.00275579679947561
"contint","0.5",200,10,0.1,"HL",0.1491,0.1491,0.1004,10000,0.00356187015484843
"contint","0.5",200,10,0.01,"HL-equalwidth",0.0208586472255974,5e-04,0.0162,10000,0.00142911035478424
"contint","0.5",200,10,0.05,"HL-equalwidth",0.0779667881733495,0.0061,0.0597,10000,0.00268119316937966
"contint","0.5",200,10,0.1,"HL-equalwidth",0.140238963142973,0.0172,0.1069,10000,0.00347234785641584
"contint","0.5",200,10,0.01,"Pigeon-Heyse",0.0136,0.027,0.0042,10000,0.00115823313715331
"contint","0.5",200,10,0.05,"Pigeon-Heyse",0.0553,0.0861,0.0284,10000,0.00228564892317259
"contint","0.5",200,10,0.1,"Pigeon-Heyse",0.104,0.1475,0.0646,10000,0.00305260544453423
"contint","0.5",200,10,0.01,"Stukel",0.0510499637943519,0.025524981897176,0.0231,10000,0.00220099670583459
"contint","0.5",200,10,0.05,"Stukel",0.12961622013034,0.0982983345401883,0.0707,10000,0.00335880716340583
"contint","0.5",200,10,0.1,"Stukel",0.192070963070239,0.171433743664012,0.1168,10000,0.00393928557248024
"contint","0.5",200,10,0.01,"Tsiatis",0.0356,0.036,0.0099,10000,0.00185290690537868
"contint","0.5",200,10,0.05,"Tsiatis",0.1146,0.1038,0.0567,10000,0.0031853860048666
"contint","0.5",200,10,0.1,"Tsiatis",0.191,0.1846,0.1053,10000,0.00393089048435593
"contint","0.5",200,10,0.01,"Xie",0.0288,0.0466,0.0051,10000,0.0016724401334577
"contint","0.5",200,10,0.05,"Xie",0.0922,0.1368,0.0282,10000,0.00289308071093774
"contint","0.5",200,10,0.1,"Xie",0.1579,0.2111,0.0628,10000,0.00364647213070387
"contint","0.7",200,10,0.01,"DEF.poly2",0.0939,0.0923,0.0104,10000,0.00291689543864706
"contint","0.7",200,10,0.05,"DEF.poly2",0.2191,0.2113,0.0548,10000,0.00413636543356604
"contint","0.7",200,10,0.1,"DEF.poly2",0.3079,0.2963,0.1087,10000,0.00461624945166528
"contint","0.7",200,10,0.01,"DEF.poly3",0.0904,0.0894,0.011,10000,0.00286753971201795
"contint","0.7",200,10,0.05,"DEF.poly3",0.203,0.1996,0.0536,10000,0.00402232519819072
"contint","0.7",200,10,0.1,"DEF.poly3",0.2935,0.2931,0.1045,10000,0.00455365512528123
"contint","0.7",200,10,0.01,"DEF.stukel",0.132713271327133,0.0724072407240724,0.0125,10000,0.00339264585450329
"contint","0.7",200,10,0.05,"DEF.stukel",0.252725272527253,0.162216221622162,0.0477,10000,0.00434574745185772
"contint","0.7",200,10,0.1,"DEF.stukel",0.328432843284328,0.216821682168217,0.0996,10000,0.0046964317384212
"contint","0.7",200,10,0.01,"EF",0.0291,0.0383,0.0076,10000,0.00168086852549508
"contint","0.7",200,10,0.05,"EF",0.0986,0.102,0.0473,10000,0.00298124202305012
"contint","0.7",200,10,0.1,"EF",0.1632,0.1631,0.1001,10000,0.00369548048296835
"contint","0.7",200,10,0.01,"HL",0.0531,0.0604,0.0073,10000,0.0022423289232403
"contint","0.7",200,10,0.05,"HL",0.1411,0.1466,0.0471,10000,0.00348124675942399
"contint","0.7",200,10,0.1,"HL",0.2188,0.2182,0.1004,10000,0.00413432654733513
"contint","0.7",200,10,0.01,"HL-equalwidth",0.0154015401540154,0.0021,0.0162,10000,0.00123143545161326
"contint","0.7",200,10,0.05,"HL-equalwidth",0.0738073807380738,0.0171,0.0597,10000,0.00261457169124617
"contint","0.7",200,10,0.1,"HL-equalwidth",0.136513651365137,0.0441,0.1069,10000,0.00343333182719198
"contint","0.7",200,10,0.01,"Pigeon-Heyse",0.0387,0.0606,0.0042,10000,0.00192879003522934
"contint","0.7",200,10,0.05,"Pigeon-Heyse",0.108,0.1471,0.0284,10000,0.00310380411753061
"contint","0.7",200,10,0.1,"Pigeon-Heyse",0.1711,0.2176,0.0646,10000,0.00376596322339983
"contint","0.7",200,10,0.01,"Stukel",0.1053525913339,0.0628717077315208,0.0231,10000,0.00307007203226784
"contint","0.7",200,10,0.05,"Stukel",0.221750212404418,0.178419711129991,0.0707,10000,0.00415423946954209
"contint","0.7",200,10,0.1,"Stukel",0.310216652506372,0.283135089209856,0.1168,10000,0.00462582188388305
"contint","0.7",200,10,0.01,"Tsiatis",0.0934,0.0942,0.0099,10000,0.00290992164842973
"contint","0.7",200,10,0.05,"Tsiatis",0.2204,0.2061,0.0567,10000,0.00414516392920714
"contint","0.7",200,10,0.1,"Tsiatis",0.3241,0.3144,0.1053,10000,0.00468037594643849
"contint","0.7",200,10,0.01,"Xie",0.0833,0.1156,0.0051,10000,0.00276335140725895
"contint","0.7",200,10,0.05,"Xie",0.1958,0.255,0.0282,10000,0.0039681527188353
"contint","0.7",200,10,0.1,"Xie",0.2815,0.3472,0.0628,10000,0.00449730752784374
"contint","0.1",500,10,0.01,"DEF.poly2",0.0128,0.0152,0.008,5000,0.0015897270205919
"contint","0.1",500,10,0.05,"DEF.poly2",0.0628,0.0726,0.0438,5000,0.00343092290790685
"contint","0.1",500,10,0.1,"DEF.poly2",0.115,0.132,0.0903,5000,0.00451165158229223
"contint","0.1",500,10,0.01,"DEF.poly3",0.0142,0.017,0.0086,5000,0.00167322204145176
"contint","0.1",500,10,0.05,"DEF.poly3",0.0568,0.0626,0.0475,5000,0.00327333957908433
"contint","0.1",500,10,0.1,"DEF.poly3",0.116,0.1208,0.0982,5000,0.00452866426223009
"contint","0.1",500,10,0.01,"DEF.stukel",0.0136,0,0.0105,5000,0.00163798901095215
"contint","0.1",500,10,0.05,"DEF.stukel",0.0648,0,0.0485,5000,0.00348140661227614
"contint","0.1",500,10,0.1,"DEF.stukel",0.1216,2e-04,0.0973,5000,0.00462197879700892
"contint","0.1",500,10,0.01,"EF",0.0104,0.0116,0.0092,5000,0.00143470136265357
"contint","0.1",500,10,0.05,"EF",0.05,0.0562,0.0457,5000,0.00308220700148449
"contint","0.1",500,10,0.1,"EF",0.1024,0.1094,0.0929,5000,0.00428752236145772
"contint","0.1",500,10,0.01,"HL",0.0106,0.0112,0.009,5000,0.00144828450243728
"contint","0.1",500,10,0.05,"HL",0.051,0.057,0.046,5000,0.00311123769583746
"contint","0.1",500,10,0.1,"HL",0.1028,0.1122,0.093,5000,0.00429493096568501
"contint","0.1",500,10,0.01,"HL-equalwidth",0.0198726114649682,2e-04,0.0136,5000,0.00197371177118294
"contint","0.1",500,10,0.05,"HL-equalwidth",0.0850955414012739,0.0014,0.055,5000,0.00394599265673159
"contint","0.1",500,10,0.1,"HL-equalwidth",0.152101910828025,0.0026,0.1042,5000,0.00507871872720845
"contint","0.1",500,10,0.01,"Pigeon-Heyse",0.005,0.0112,0.0051,5000,0.000997496867163
"contint","0.1",500,10,0.05,"Pigeon-Heyse",0.0336,0.0556,0.029,5000,0.00254837359898426
"contint","0.1",500,10,0.1,"Pigeon-Heyse",0.068,0.1106,0.0604,5000,0.00356022471200906
"contint","0.1",500,10,0.01,"Stukel",0,0,0.0202,5000,0
"contint","0.1",500,10,0.05,"Stukel",0.0357142857142857,0,0.064,5000,0.00262445329583912
"contint","0.1",500,10,0.1,"Stukel",0.0357142857142857,0.0357142857142857,0.1065,5000,0.00262445329583912
"contint","0.1",500,10,0.01,"Tsiatis",0.0102,0.0144,0.0075,5000,0.00142098275851609
"contint","0.1",500,10,0.05,"Tsiatis",0.0598,0.0652,0.0449,5000,0.00335332551357604
"contint","0.1",500,10,0.1,"Tsiatis",0.115,0.1164,0.098,5000,0.00451165158229223
"contint","0.1",500,10,0.01,"Xie",0.0088,0.0168,0.0042,5000,0.00132079975772257
"contint","0.1",500,10,0.05,"Xie",0.0412,0.0682,0.0276,5000,0.00281078494374792
"contint","0.1",500,10,0.1,"Xie",0.0824,0.1308,0.0606,5000,0.00388870775451177
"contint","0.3",500,10,0.01,"DEF.poly2",0.057,0.064,0.008,5000,0.00327874976172321
"contint","0.3",500,10,0.05,"DEF.poly2",0.1566,0.176,0.0438,5000,0.00513958052763063
"contint","0.3",500,10,0.1,"DEF.poly2",0.2368,0.259,0.0903,5000,0.00601208383175085
"contint","0.3",500,10,0.01,"DEF.poly3",0.046,0.0516,0.0086,5000,0.00296256645495084
"contint","0.3",500,10,0.05,"DEF.poly3",0.1332,0.1422,0.0475,5000,0.00480536699951211
"contint","0.3",500,10,0.1,"DEF.poly3",0.2098,0.2202,0.0982,5000,0.00575819346670464
"contint","0.3",500,10,0.01,"DEF.stukel",0.0598,2e-04,0.0105,5000,0.00335332551357604
"contint","0.3",500,10,0.05,"DEF.stukel",0.1496,0.0038,0.0485,5000,0.00504420142341679
"contint","0.3",500,10,0.1,"DEF.stukel",0.2318,0.0106,0.0973,5000,0.00596772586501759
"contint","0.3",500,10,0.01,"EF",0.0196,0.0226,0.0092,5000,0.001960399959192
"contint","0.3",500,10,0.05,"EF",0.0746,0.0812,0.0457,5000,0.00371577286711661
"contint","0.3",500,10,0.1,"EF",0.1368,0.1426,0.0929,5000,0.00485974814162216
"contint","0.3",500,10,0.01,"HL",0.0208,0.0242,0.009,5000,0.00201828441999635
"contint","0.3",500,10,0.05,"HL",0.0808,0.0874,0.046,5000,0.00385412402498934
"contint","0.3",500,10,0.1,"HL",0.1434,0.1524,0.093,5000,0.00495653992216344
"contint","0.3",500,10,0.01,"HL-equalwidth",0.0365333874568703,2e-04,0.0136,5000,0.00265325080072716
"contint","0.3",500,10,0.05,"HL-equalwidth",0.118936472498478,0.0046,0.055,5000,0.00457800366990016
"contint","0.3",500,10,0.1,"HL-equalwidth",0.195859549421555,0.0102,0.1042,5000,0.00561246089201413
"contint","0.3",500,10,0.01,"Pigeon-Heyse",0.0116,0.0234,0.0051,5000,0.00151429455523026
"contint","0.3",500,10,0.05,"Pigeon-Heyse",0.0544,0.087,0.029,5000,0.0032075111847038
"contint","0.3",500,10,0.1,"Pigeon-Heyse",0.1022,0.1518,0.0604,5000,0.00428381045332307
"contint","0.3",500,10,0.01,"Stukel",0.0481927710843374,0.0228915662650602,0.0202,5000,0.00302886869637989
"contint","0.3",500,10,0.05,"Stukel",0.124096385542169,0.102409638554217,0.064,5000,0.0046625416381527
"contint","0.3",500,10,0.1,"Stukel",0.203614457831325,0.190361445783133,0.1065,5000,0.00569483292807402
"contint","0.3",500,10,0.01,"Tsiatis",0.0298,0.036,0.0075,5000,0.00240466047499434
"contint","0.3",500,10,0.05,"Tsiatis",0.113,0.1232,0.0449,5000,0.00447729829249739
"contint","0.3",500,10,0.1,"Tsiatis",0.1904,0.1938,0.098,5000,0.00555243802306698
"contint","0.3",500,10,0.01,"Xie",0.0214,0.0438,0.0042,5000,0.00204656004065358
"contint","0.3",500,10,0.05,"Xie",0.089,0.1302,0.0276,5000,0.00402688465193628
"contint","0.3",500,10,0.1,"Xie",0.155,0.2242,0.0606,5000,0.00511810511810768
"contint","0.5",500,10,0.01,"DEF.poly2",0.1248,0.1394,0.008,5000,0.00467386264239761
"contint","0.5",500,10,0.05,"DEF.poly2",0.2754,0.2988,0.0438,5000,0.00631751280172822
"contint","0.5",500,10,0.1,"DEF.poly2",0.377,0.4006,0.0903,5000,0.00685377268371223
"contint","0.5",500,10,0.01,"DEF.poly3",0.099,0.1112,0.0086,5000,0.00422371874063603
"contint","0.5",500,10,0.05,"DEF.poly3",0.2306,0.246,0.0475,5000,0.00595690590827151
"contint","0.5",500,10,0.1,"DEF.poly3",0.33,0.3448,0.0982,5000,0.00664981202741852
"contint","0.5",500,10,0.01,"DEF.stukel",0.142828565713143,0.0168033606721344,0.0105,5000,0.00494830408381436
"contint","0.5",500,10,0.05,"DEF.stukel",0.287657531506301,0.0624124824964993,0.0485,5000,0.00640172908008458
"contint","0.5",500,10,0.1,"DEF.stukel",0.387277455491098,0.106621324264853,0.0973,5000,0.00688902936500402
"contint","0.5",500,10,0.01,"EF",0.037,0.0408,0.0092,5000,0.00266949433413896
"contint","0.5",500,10,0.05,"EF",0.1206,0.129,0.0457,5000,0.00460555403833241
"contint","0.5",500,10,0.1,"EF",0.2048,0.2126,0.0929,5000,0.00570713518325964
"contint","0.5",500,10,0.01,"HL",0.0434,0.0462,0.009,5000,0.00288154264240528
"contint","0.5",500,10,0.05,"HL",0.1374,0.147,0.046,5000,0.00486870085341049
"contint","0.5",500,10,0.1,"HL",0.2246,0.2356,0.093,5000,0.00590177668164427
"contint","0.5",500,10,0.01,"HL-equalwidth",0.0418,0.0026,0.0136,5000,0.00283029185774188
"contint","0.5",500,10,0.05,"HL-equalwidth",0.1374,0.0162,0.055,5000,0.00486870085341049
"contint","0.5",500,10,0.1,"HL-equalwidth",0.2204,0.038,0.1042,5000,0.00586214704694449
"contint","0.5",500,10,0.01,"Pigeon-Heyse",0.0288,0.0458,0.0051,5000,0.00236518751899294
"contint","0.5",500,10,0.05,"Pigeon-Heyse",0.0974,0.147,0.029,5000,0.00419316682234323
"contint","0.5",500,10,0.1,"Pigeon-Heyse",0.1688,0.2352,0.0604,5000,0.00529729289354478
"contint","0.5",500,10,0.01,"Stukel",0.124717832957111,0.0778781038374718,0.0202,5000,0.00467254309984601
"contint","0.5",500,10,0.05,"Stukel",0.266930022573363,0.228837471783296,0.064,5000,0.00625585143081814
"contint","0.5",500,10,0.1,"Stukel",0.364841986455982,0.352144469525959,0.1065,5000,0.00680782360780352
"contint","0.5",500,10,0.01,"Tsiatis",0.0838,0.0986,0.0075,5000,0.00391861097839528
"contint","0.5",500,10,0.05,"Tsiatis",0.2224,0.2318,0.0449,5000,0.0058811264227187
"contint","0.5",500,10,0.1,"Tsiatis",0.3362,0.3382,0.098,5000,0.00668086162107853
"contint","0.5",500,10,0.01,"Xie",0.0716,0.117,0.0042,5000,0.00364618814654428
"contint","0.5",500,10,0.05,"Xie",0.1936,0.2572,0.0276,5000,0.00558782676896842
"contint","0.5",500,10,0.1,"Xie",0.2944,0.3864,0.0606,5000,0.00644559756733229
"contint","0.7",500,10,0.01,"DEF.poly2",0.2454,0.2638,0.008,5000,0.006085701931577
"contint","0.7",500,10,0.05,"DEF.poly2",0.436,0.457,0.0438,5000,0.0070129023948719
"contint","0.7",500,10,0.1,"DEF.poly2",0.5406,0.5672,0.0903,5000,0.00704771792852126
"contint","0.7",500,10,0.01,"DEF.poly3",0.216,0.2318,0.0086,5000,0.00581969071343143
"contint","0.7",500,10,0.05,"DEF.poly3",0.4038,0.4176,0.0475,5000,0.00693895611745744
"contint","0.7",500,10,0.1,"DEF.poly3",0.5092,0.524,0.0982,5000,0.00706987072017586
"contint","0.7",500,10,0.01,"DEF.stukel",0.293234587670136,0.181345076060849,0.0105,5000,0.00643813737449057
"contint","0.7",500,10,0.05,"DEF.stukel",0.478582866293034,0.341072858286629,0.0485,5000,0.00706457792629932
"contint","0.7",500,10,0.1,"DEF.stukel",0.573458767013611,0.438550840672538,0.0973,5000,0.0069943378464132
"contint","0.7",500,10,0.01,"EF",0.0888,0.0952,0.0092,5000,0.00402279902555422
"contint","0.7",500,10,0.05,"EF",0.209,0.2174,0.0457,5000,0.00575011304236708
"contint","0.7",500,10,0.1,"EF",0.3062,0.318,0.0929,5000,0.0065183059148831
"contint","0.7",500,10,0.01,"HL",0.118,0.1238,0.009,5000,0.00456236780630409
"contint","0.7",500,10,0.05,"HL",0.2568,0.2708,0.046,5000,0.00617824829543132
"contint","0.7",500,10,0.1,"HL",0.3652,0.3782,0.093,5000,0.00680924312974651
"contint","0.7",500,10,0.01,"HL-equalwidth",0.0448,0.0104,0.0136,5000,0.00292550713552369
"contint","0.7",500,10,0.05,"HL-equalwidth",0.1474,0.0626,0.055,5000,0.00501344671857595
"contint","0.7",500,10,0.1,"HL-equalwidth",0.2362,0.1266,0.1042,5000,0.00600682212155479
"contint","0.7",500,10,0.01,"Pigeon-Heyse",0.0922,0.1242,0.0051,5000,0.00409143397844814
"contint","0.7",500,10,0.05,"Pigeon-Heyse",0.2074,0.2712,0.029,5000,0.00573385106189549
"contint","0.7",500,10,0.1,"Pigeon-Heyse",0.2994,0.381,0.0604,5000,0.00647703080122366
"contint","0.7",500,10,0.01,"Stukel",0.285111512959614,0.205545509342978,0.0202,5000,0.00638471515633225
"contint","0.7",500,10,0.05,"Stukel",0.462326702833032,0.421338155515371,0.064,5000,0.00705096763119175
"contint","0.7",500,10,0.1,"Stukel",0.567410086397428,0.555555555555556,0.1065,5000,0.00700650954829709
"contint","0.7",500,10,0.01,"Tsiatis",0.2724,0.3008,0.0075,5000,0.00629600254129555
"contint","0.7",500,10,0.05,"Tsiatis",0.4782,0.491,0.0449,5000,0.00706434370624759
"contint","0.7",500,10,0.1,"Tsiatis",0.6048,0.6084,0.098,5000,0.00691399971073184
"contint","0.7",500,10,0.01,"Xie",0.2408,0.3236,0.0042,5000,0.00604674060961771
"contint","0.7",500,10,0.05,"Xie",0.4356,0.5174,0.0276,5000,0.00701216999223493
"contint","0.7",500,10,0.1,"Xie",0.5606,0.647,0.0606,5000,0.007018940660812
"contint","0.1",1000,10,0.01,"DEF.poly2",0.0232,0.0232,0.0103,5000,0.0021289321266776
"contint","0.1",1000,10,0.05,"DEF.poly2",0.0766,0.078,0.0505,5000,0.00376118172919097
"contint","0.1",1000,10,0.1,"DEF.poly2",0.1402,0.1424,0.1001,5000,0.0049100704679261
"contint","0.1",1000,10,0.01,"DEF.poly3",0.0176,0.0176,0.0106,5000,0.00185958274889826
"contint","0.1",1000,10,0.05,"DEF.poly3",0.0718,0.074,0.0501,5000,0.00365088372863338
"contint","0.1",1000,10,0.1,"DEF.poly3",0.129,0.1326,0.0987,5000,0.0047404430172717
"contint","0.1",1000,10,0.01,"DEF.stukel",0.0208,0,0.0111,5000,0.00201828441999635
"contint","0.1",1000,10,0.05,"DEF.stukel",0.0758,0,0.0483,5000,0.00374310993693747
"contint","0.1",1000,10,0.1,"DEF.stukel",0.139,0,0.0989,5000,0.00489242271272628
"contint","0.1",1000,10,0.01,"EF",0.0124,0.0164,0.0077,5000,0.00156500734822556
"contint","0.1",1000,10,0.05,"EF",0.0622,0.0662,0.0458,5000,0.00341558662604244
"contint","0.1",1000,10,0.1,"EF",0.1186,0.1228,0.0939,5000,0.004572396308283
"contint","0.1",1000,10,0.01,"HL",0.0128,0.0168,0.0077,5000,0.0015897270205919
"contint","0.1",1000,10,0.05,"HL",0.0624,0.0664,0.0459,5000,0.00342070869850094
"contint","0.1",1000,10,0.1,"HL",0.118,0.1244,0.0945,5000,0.00456236780630409
"contint","0.1",1000,10,0.01,"HL-equalwidth",0.0317199248120301,0,0.0102,5000,0.00247845803603568
"contint","0.1",1000,10,0.05,"HL-equalwidth",0.109727443609023,0.001,0.047,5000,0.00442012062568549
"contint","0.1",1000,10,0.1,"HL-equalwidth",0.188674812030075,0.0028,0.0919,5000,0.00553311173455753
"contint","0.1",1000,10,0.01,"Pigeon-Heyse",0.0072,0.016,0.0046,5000,0.00119567219587979
"contint","0.1",1000,10,0.05,"Pigeon-Heyse",0.0362,0.0654,0.0285,5000,0.00264157377334043
"contint","0.1",1000,10,0.1,"Pigeon-Heyse",0.0796,0.1228,0.0622,5000,0.00382789341544406
"contint","0.1",1000,10,0.01,"Stukel",NA,NA,0.0202,5000,NA
"contint","0.1",1000,10,0.05,"Stukel",NA,NA,0.0694,5000,NA
"contint","0.1",1000,10,0.1,"Stukel",NA,NA,0.1152,5000,NA
"contint","0.1",1000,10,0.01,"Tsiatis",0.0138,0.0138,0.0102,5000,0.00164982180855994
"contint","0.1",1000,10,0.05,"Tsiatis",0.0594,0.0608,0.0488,5000,0.00334280241713446
"contint","0.1",1000,10,0.1,"Tsiatis",0.1138,0.1096,0.103,5000,0.00449109251741711
"contint","0.1",1000,10,0.01,"Xie",0.0078,0.0166,0.0045,5000,0.00124411896537268
"contint","0.1",1000,10,0.05,"Xie",0.0408,0.0694,0.026,5000,0.00279769047608916
"contint","0.1",1000,10,0.1,"Xie",0.084,0.135,0.0585,5000,0.00392285610238255
"contint","0.3",1000,10,0.01,"DEF.poly2",0.1256,0.1278,0.0103,5000,0.00468667558083552
"contint","0.3",1000,10,0.05,"DEF.poly2",0.2708,0.273,0.0505,5000,0.0062843831837341
"contint","0.3",1000,10,0.1,"DEF.poly2",0.3724,0.379,0.1001,5000,0.00683693264556555
"contint","0.3",1000,10,0.01,"DEF.poly3",0.0946,0.0978,0.0106,5000,0.00413886071280491
"contint","0.3",1000,10,0.05,"DEF.poly3",0.2232,0.2314,0.0501,5000,0.00588866300615004
"contint","0.3",1000,10,0.1,"DEF.poly3",0.3224,0.3342,0.0987,5000,0.0066099658092913
"contint","0.3",1000,10,0.01,"DEF.stukel",0.1236,8e-04,0.0111,5000,0.00465452553973012
"contint","0.3",1000,10,0.05,"DEF.stukel",0.2704,0.0056,0.0483,5000,0.00628146225014526
"contint","0.3",1000,10,0.1,"DEF.stukel",0.3742,0.0168,0.0989,5000,0.00684360080659297
"contint","0.3",1000,10,0.01,"EF",0.0376,0.0466,0.0077,5000,0.00269021337443705
"contint","0.3",1000,10,0.05,"EF",0.1174,0.1248,0.0458,5000,0.00455230139599741
"contint","0.3",1000,10,0.1,"EF",0.2038,0.2136,0.0939,5000,0.00569676329155425
"contint","0.3",1000,10,0.01,"HL",0.0398,0.0486,0.0077,5000,0.00276463234445378
"contint","0.3",1000,10,0.05,"HL",0.1236,0.1296,0.0459,5000,0.00465452553973012
"contint","0.3",1000,10,0.1,"HL",0.2142,0.224,0.0945,5000,0.0058020403307802
"contint","0.3",1000,10,0.01,"HL-equalwidth",0.0655179322781006,0.0034,0.0102,5000,0.00349929515268726
"contint","0.3",1000,10,0.05,"HL-equalwidth",0.192947305149269,0.0138,0.047,5000,0.00558065663851314
"contint","0.3",1000,10,0.1,"HL-equalwidth",0.288719695451813,0.0298,0.0919,5000,0.00640875390243728
"contint","0.3",1000,10,0.01,"Pigeon-Heyse",0.0234,0.0474,0.0046,5000,0.00213786996798215
"contint","0.3",1000,10,0.05,"Pigeon-Heyse",0.0872,0.1284,0.0285,5000,0.00398989122658751
"contint","0.3",1000,10,0.1,"Pigeon-Heyse",0.1536,0.2228,0.0622,5000,0.00509915757748277
"contint","0.3",1000,10,0.01,"Stukel",0.0900783289817232,0.0639686684073107,0.0202,5000,0.00404880781538427
"contint","0.3",1000,10,0.05,"Stukel",0.24934725848564,0.18798955613577,0.0694,5000,0.00611838545976527
"contint","0.3",1000,10,0.1,"Stukel",0.365535248041775,0.325065274151436,0.1152,5000,0.00681056870578094
"contint","0.3",1000,10,0.01,"Tsiatis",0.0594,0.0588,0.0102,5000,0.00334280241713446
"contint","0.3",1000,10,0.05,"Tsiatis",0.1782,0.182,0.0488,5000,0.00541192682877365
"contint","0.3",1000,10,0.1,"Tsiatis",0.2778,0.2728,0.103,5000,0.00633446382892822
"contint","0.3",1000,10,0.01,"Xie",0.0504,0.0866,0.0045,5000,0.00309385972532693
"contint","0.3",1000,10,0.05,"Xie",0.1466,0.21,0.026,5000,0.00500216832983457
"contint","0.3",1000,10,0.1,"Xie",0.2344,0.3194,0.0585,5000,0.00599093715540399
"contint","0.5",1000,10,0.01,"DEF.poly2",0.2646,0.2672,0.0103,5000,0.00623837863551099
"contint","0.5",1000,10,0.05,"DEF.poly2",0.476,0.4792,0.0505,5000,0.00706291724431201
"contint","0.5",1000,10,0.1,"DEF.poly2",0.5932,0.6032,0.1001,5000,0.00694713984312969
"contint","0.5",1000,10,0.01,"DEF.poly3",0.2152,0.2226,0.0106,5000,0.00581186648160468
"contint","0.5",1000,10,0.05,"DEF.poly3",0.4126,0.4264,0.0501,5000,0.0069622013760017
"contint","0.5",1000,10,0.1,"DEF.poly3",0.5214,0.5358,0.0987,5000,0.00706458831072271
"contint","0.5",1000,10,0.01,"DEF.stukel",0.2968,0.043,0.0111,5000,0.00646080118870717
"contint","0.5",1000,10,0.05,"DEF.stukel",0.4972,0.1324,0.0483,5000,0.00707095693665292
"contint","0.5",1000,10,0.1,"DEF.stukel",0.606,0.2282,0.0989,5000,0.00691034007846213
"contint","0.5",1000,10,0.01,"EF",0.087,0.0998,0.0077,5000,0.00398574961581884
"contint","0.5",1000,10,0.05,"EF",0.2206,0.2322,0.0458,5000,0.00586405388788336
"contint","0.5",1000,10,0.1,"EF",0.3306,0.3398,0.0939,5000,0.00665287366481583
"contint","0.5",1000,10,0.01,"HL",0.095,0.1122,0.0077,5000,0.00414668542332307
"contint","0.5",1000,10,0.05,"HL",0.2416,0.2522,0.0459,5000,0.00605358472312067
"contint","0.5",1000,10,0.1,"HL",0.3526,0.3634,0.0945,5000,0.00675682233006019
"contint","0.5",1000,10,0.01,"HL-equalwidth",0.0932,0.018,0.0102,5000,0.00411129565952146
"contint","0.5",1000,10,0.05,"HL-equalwidth",0.2354,0.0628,0.047,5000,0.00599978066265759
"contint","0.5",1000,10,0.1,"HL-equalwidth",0.3512,0.116,0.0919,5000,0.0067506823358828
"contint","0.5",1000,10,0.01,"Pigeon-Heyse",0.0724,0.1118,0.0046,5000,0.00366492128155572
"contint","0.5",1000,10,0.05,"Pigeon-Heyse",0.1854,0.2516,0.0285,5000,0.00549594104771876
"contint","0.5",1000,10,0.1,"Pigeon-Heyse",0.2846,0.3622,0.0622,5000,0.00638126695884132
"contint","0.5",1000,10,0.01,"Stukel",0.290606200832948,0.201758445164276,0.0202,5000,0.00642112508631296
"contint","0.5",1000,10,0.05,"Stukel",0.493058769088385,0.429893567792689,0.0694,5000,0.00707038640122917
"contint","0.5",1000,10,0.1,"Stukel",0.608283202221194,0.570800555298473,0.1152,5000,0.00690325645064304
"contint","0.5",1000,10,0.01,"Tsiatis",0.2106,0.2084,0.0102,5000,0.00576624036959959
"contint","0.5",1000,10,0.05,"Tsiatis",0.423,0.426,0.0488,5000,0.00698671596674718
"contint","0.5",1000,10,0.1,"Tsiatis",0.5496,0.5416,0.103,5000,0.0070361898780519
"contint","0.5",1000,10,0.01,"Xie",0.2,0.2788,0.0045,5000,0.00565685424949238
"contint","0.5",1000,10,0.05,"Xie",0.4022,0.5024,0.026,5000,0.00693448137931021
"contint","0.5",1000,10,0.1,"Xie",0.5332,0.6162,0.0585,5000,0.00705546256456655
"contint","0.7",1000,10,0.01,"DEF.poly2",0.5222,0.522,0.0103,5000,0.00706409456335347
"contint","0.7",1000,10,0.05,"DEF.poly2",0.722,0.7224,0.0505,5000,0.00633586616020257
