"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"quad","0.05",5000,10,0.05,"Pigeon-Heyse",1,1,0.0318,5000,0
"quad","0.05",5000,10,0.1,"Pigeon-Heyse",1,1,0.0631,5000,0
"quad","0.05",5000,10,0.01,"Stukel",1,1,0.0238,5000,0
"quad","0.05",5000,10,0.05,"Stukel",1,1,0.0687,5000,0
"quad","0.05",5000,10,0.1,"Stukel",1,1,0.1166,5000,0
"quad","0.05",5000,10,0.01,"Tsiatis",1,1,0.0109,5000,0
"quad","0.05",5000,10,0.05,"Tsiatis",1,1,0.0483,5000,0
"quad","0.05",5000,10,0.1,"Tsiatis",1,1,0.1007,5000,0
"quad","0.05",5000,10,0.01,"Xie",1,1,0.0066,5000,0
"quad","0.05",5000,10,0.05,"Xie",1,1,0.0397,5000,0
"quad","0.05",5000,10,0.1,"Xie",1,1,0.082,5000,0
"quad","0.1",5000,10,0.01,"DEF.poly2",1,1,0.0104,5000,0
"quad","0.1",5000,10,0.05,"DEF.poly2",1,1,0.0481,5000,0
"quad","0.1",5000,10,0.1,"DEF.poly2",1,1,0.0982,5000,0
"quad","0.1",5000,10,0.01,"DEF.poly3",1,1,0.0118,5000,0
"quad","0.1",5000,10,0.05,"DEF.poly3",1,1,0.052,5000,0
"quad","0.1",5000,10,0.1,"DEF.poly3",1,1,0.1009,5000,0
"quad","0.1",5000,10,0.01,"DEF.stukel",1,1,0.0124,5000,0
"quad","0.1",5000,10,0.05,"DEF.stukel",1,1,0.0501,5000,0
"quad","0.1",5000,10,0.1,"DEF.stukel",1,1,0.0992,5000,0
"quad","0.1",5000,10,0.01,"EF",1,1,0.0107,5000,0
"quad","0.1",5000,10,0.05,"EF",1,1,0.0492,5000,0
"quad","0.1",5000,10,0.1,"EF",1,1,0.0994,5000,0
"quad","0.1",5000,10,0.01,"HL",1,1,0.0107,5000,0
"quad","0.1",5000,10,0.05,"HL",1,1,0.0491,5000,0
"quad","0.1",5000,10,0.1,"HL",1,1,0.0987,5000,0
"quad","0.1",5000,10,0.01,"HL-equalwidth",1,1,0.0104,5000,0
"quad","0.1",5000,10,0.05,"HL-equalwidth",1,1,0.0509,5000,0
"quad","0.1",5000,10,0.1,"HL-equalwidth",1,1,0.0989,5000,0
"quad","0.1",5000,10,0.01,"Pigeon-Heyse",1,1,0.0062,5000,0
"quad","0.1",5000,10,0.05,"Pigeon-Heyse",1,1,0.0318,5000,0
"quad","0.1",5000,10,0.1,"Pigeon-Heyse",1,1,0.0631,5000,0
"quad","0.1",5000,10,0.01,"Stukel",1,1,0.0238,5000,0
"quad","0.1",5000,10,0.05,"Stukel",1,1,0.0687,5000,0
"quad","0.1",5000,10,0.1,"Stukel",1,1,0.1166,5000,0
"quad","0.1",5000,10,0.01,"Tsiatis",1,1,0.0109,5000,0
"quad","0.1",5000,10,0.05,"Tsiatis",1,1,0.0483,5000,0
"quad","0.1",5000,10,0.1,"Tsiatis",1,1,0.1007,5000,0
"quad","0.1",5000,10,0.01,"Xie",1,1,0.0066,5000,0
"quad","0.1",5000,10,0.05,"Xie",1,1,0.0397,5000,0
"quad","0.1",5000,10,0.1,"Xie",1,1,0.082,5000,0
"quad","0.2",5000,10,0.01,"DEF.poly2",1,1,0.0104,5000,0
"quad","0.2",5000,10,0.05,"DEF.poly2",1,1,0.0481,5000,0
"quad","0.2",5000,10,0.1,"DEF.poly2",1,1,0.0982,5000,0
"quad","0.2",5000,10,0.01,"DEF.poly3",1,1,0.0118,5000,0
"quad","0.2",5000,10,0.05,"DEF.poly3",1,1,0.052,5000,0
"quad","0.2",5000,10,0.1,"DEF.poly3",1,1,0.1009,5000,0
"quad","0.2",5000,10,0.01,"DEF.stukel",1,1,0.0124,5000,0
"quad","0.2",5000,10,0.05,"DEF.stukel",1,1,0.0501,5000,0
"quad","0.2",5000,10,0.1,"DEF.stukel",1,1,0.0992,5000,0
"quad","0.2",5000,10,0.01,"EF",1,1,0.0107,5000,0
"quad","0.2",5000,10,0.05,"EF",1,1,0.0492,5000,0
"quad","0.2",5000,10,0.1,"EF",1,1,0.0994,5000,0
"quad","0.2",5000,10,0.01,"HL",1,1,0.0107,5000,0
"quad","0.2",5000,10,0.05,"HL",1,1,0.0491,5000,0
"quad","0.2",5000,10,0.1,"HL",1,1,0.0987,5000,0
"quad","0.2",5000,10,0.01,"HL-equalwidth",1,1,0.0104,5000,0
"quad","0.2",5000,10,0.05,"HL-equalwidth",1,1,0.0509,5000,0
"quad","0.2",5000,10,0.1,"HL-equalwidth",1,1,0.0989,5000,0
"quad","0.2",5000,10,0.01,"Pigeon-Heyse",1,1,0.0062,5000,0
"quad","0.2",5000,10,0.05,"Pigeon-Heyse",1,1,0.0318,5000,0
"quad","0.2",5000,10,0.1,"Pigeon-Heyse",1,1,0.0631,5000,0
"quad","0.2",5000,10,0.01,"Stukel",1,1,0.0238,5000,0
"quad","0.2",5000,10,0.05,"Stukel",1,1,0.0687,5000,0
"quad","0.2",5000,10,0.1,"Stukel",1,1,0.1166,5000,0
"quad","0.2",5000,10,0.01,"Tsiatis",1,1,0.0109,5000,0
"quad","0.2",5000,10,0.05,"Tsiatis",1,1,0.0483,5000,0
"quad","0.2",5000,10,0.1,"Tsiatis",1,1,0.1007,5000,0
"quad","0.2",5000,10,0.01,"Xie",1,1,0.0066,5000,0
"quad","0.2",5000,10,0.05,"Xie",1,1,0.0397,5000,0
"quad","0.2",5000,10,0.1,"Xie",1,1,0.082,5000,0
"quad","0.4",5000,10,0.01,"DEF.poly2",1,1,0.0104,5000,0
"quad","0.4",5000,10,0.05,"DEF.poly2",1,1,0.0481,5000,0
"quad","0.4",5000,10,0.1,"DEF.poly2",1,1,0.0982,5000,0
"quad","0.4",5000,10,0.01,"DEF.poly3",1,1,0.0118,5000,0
"quad","0.4",5000,10,0.05,"DEF.poly3",1,1,0.052,5000,0
"quad","0.4",5000,10,0.1,"DEF.poly3",1,1,0.1009,5000,0
"quad","0.4",5000,10,0.01,"DEF.stukel",1,1,0.0124,5000,0
"quad","0.4",5000,10,0.05,"DEF.stukel",1,1,0.0501,5000,0
"quad","0.4",5000,10,0.1,"DEF.stukel",1,1,0.0992,5000,0
"quad","0.4",5000,10,0.01,"EF",1,1,0.0107,5000,0
"quad","0.4",5000,10,0.05,"EF",1,1,0.0492,5000,0
"quad","0.4",5000,10,0.1,"EF",1,1,0.0994,5000,0
"quad","0.4",5000,10,0.01,"HL",1,1,0.0107,5000,0
"quad","0.4",5000,10,0.05,"HL",1,1,0.0491,5000,0
"quad","0.4",5000,10,0.1,"HL",1,1,0.0987,5000,0
"quad","0.4",5000,10,0.01,"HL-equalwidth",1,1,0.0104,5000,0
"quad","0.4",5000,10,0.05,"HL-equalwidth",1,1,0.0509,5000,0
"quad","0.4",5000,10,0.1,"HL-equalwidth",1,1,0.0989,5000,0
"quad","0.4",5000,10,0.01,"Pigeon-Heyse",1,1,0.0062,5000,0
"quad","0.4",5000,10,0.05,"Pigeon-Heyse",1,1,0.0318,5000,0
"quad","0.4",5000,10,0.1,"Pigeon-Heyse",1,1,0.0631,5000,0
"quad","0.4",5000,10,0.01,"Stukel",1,1,0.0238,5000,0
"quad","0.4",5000,10,0.05,"Stukel",1,1,0.0687,5000,0
"quad","0.4",5000,10,0.1,"Stukel",1,1,0.1166,5000,0
"quad","0.4",5000,10,0.01,"Tsiatis",1,1,0.0109,5000,0
"quad","0.4",5000,10,0.05,"Tsiatis",1,1,0.0483,5000,0
"quad","0.4",5000,10,0.1,"Tsiatis",1,1,0.1007,5000,0
"quad","0.4",5000,10,0.01,"Xie",1,1,0.0066,5000,0
"quad","0.4",5000,10,0.05,"Xie",1,1,0.0397,5000,0
"quad","0.4",5000,10,0.1,"Xie",1,1,0.082,5000,0
"binint","0.1",200,10,0.01,"DEF.poly2",0.014,0.0129,0.0109,10000,0.00117490425141796
"binint","0.1",200,10,0.05,"DEF.poly2",0.064,0.0595,0.0536,10000,0.00244752936652454
"binint","0.1",200,10,0.1,"DEF.poly2",0.1211,0.1194,0.1005,10000,0.0032624345204157
"binint","0.1",200,10,0.01,"DEF.poly3",0.0126,0.0117,0.009,10000,0.00111540306616039
"binint","0.1",200,10,0.05,"DEF.poly3",0.0591,0.0548,0.048,10000,0.00235811768154178
"binint","0.1",200,10,0.1,"DEF.poly3",0.1134,0.1064,0.1008,10000,0.00317081125266074
"binint","0.1",200,10,0.01,"DEF.stukel",0.0139,2e-04,0.0096,10000,0.00117076000956644
"binint","0.1",200,10,0.05,"DEF.stukel",0.0611,9e-04,0.0483,10000,0.0023951365305552
"binint","0.1",200,10,0.1,"DEF.stukel",0.1159,0.0017,0.0966,10000,0.00320104967159212
"binint","0.1",200,10,0.01,"EF",0.0086,0.0103,0.008,10000,0.000923365583070974
"binint","0.1",200,10,0.05,"EF",0.045,0.0487,0.0467,10000,0.00207304124416279
"binint","0.1",200,10,0.1,"EF",0.092,0.0981,0.0936,10000,0.00289025950392002
"binint","0.1",200,10,0.01,"HL",0.0086,0.0105,0.0076,10000,0.000923365583070974
"binint","0.1",200,10,0.05,"HL",0.046,0.0502,0.0464,10000,0.00209485083001153
"binint","0.1",200,10,0.1,"HL",0.0927,0.0987,0.0942,10000,0.00290011568734766
"binint","0.1",200,10,0.01,"HL-equalwidth",0.0111174458380844,3e-04,0.0093,10000,0.00104851553331945
"binint","0.1",200,10,0.05,"HL-equalwidth",0.056442417331813,7e-04,0.0545,10000,0.00230774068858601
"binint","0.1",200,10,0.1,"HL-equalwidth",0.110889395667047,0.0021,0.1007,10000,0.00313995123522076
"binint","0.1",200,10,0.01,"Pigeon-Heyse",0.005,0.0104,0.0045,10000,0.000705336798983294
"binint","0.1",200,10,0.05,"Pigeon-Heyse",0.0266,0.0496,0.0301,10000,0.00160911279902933
"binint","0.1",200,10,0.1,"Pigeon-Heyse",0.0578,0.0976,0.0628,10000,0.00233364864536202
"binint","0.1",200,10,0.01,"Stukel",0,0,0.0244,10000,0
"binint","0.1",200,10,0.05,"Stukel",0.0925925925925926,0.0185185185185185,0.0717,10000,0.00289860663749973
"binint","0.1",200,10,0.1,"Stukel",0.12962962962963,0.111111111111111,0.1197,10000,0.00335895502726242
"binint","0.1",200,10,0.01,"Tsiatis",0.0103,0.0121,0.0078,10000,0.00100964894889263
"binint","0.1",200,10,0.05,"Tsiatis",0.0515,0.055,0.0479,10000,0.00221015270965605
"binint","0.1",200,10,0.1,"Tsiatis",0.1029,0.1049,0.0987,10000,0.00303828224495355
"binint","0.1",200,10,0.01,"Xie",0.0052,0.013,0.0039,10000,0.000719232924719107
"binint","0.1",200,10,0.05,"Xie",0.0333,0.0626,0.0278,10000,0.0017941881172274
"binint","0.1",200,10,0.1,"Xie",0.0732,0.113,0.0584,10000,0.00260464508138825
"binint","0.2",200,10,0.01,"DEF.poly2",0.0303,0.0279,0.0109,10000,0.00171411522366497
"binint","0.2",200,10,0.05,"DEF.poly2",0.0966,0.0896,0.0536,10000,0.00295412322017887
"binint","0.2",200,10,0.1,"DEF.poly2",0.1607,0.1566,0.1005,10000,0.00367254012912044
"binint","0.2",200,10,0.01,"DEF.poly3",0.0292,0.0263,0.009,10000,0.00168366742559212
"binint","0.2",200,10,0.05,"DEF.poly3",0.0933,0.0872,0.048,10000,0.00290852385240348
"binint","0.2",200,10,0.1,"DEF.poly3",0.1595,0.1494,0.1008,10000,0.00366141707539581
"binint","0.2",200,10,0.01,"DEF.stukel",0.0324032403240324,0.0014001400140014,0.0096,10000,0.00177068547010855
"binint","0.2",200,10,0.05,"DEF.stukel",0.0969096909690969,0.0064006400640064,0.0483,10000,0.00295834755844155
"binint","0.2",200,10,0.1,"DEF.stukel",0.162916291629163,0.0131013101310131,0.0966,10000,0.00369289281662716
"binint","0.2",200,10,0.01,"EF",0.0103,0.0122,0.008,10000,0.00100964894889263
"binint","0.2",200,10,0.05,"EF",0.0509,0.056,0.0467,10000,0.00219793516737869
"binint","0.2",200,10,0.1,"EF",0.1051,0.1126,0.0936,10000,0.00306682229677561
"binint","0.2",200,10,0.01,"HL",0.0112,0.0134,0.0076,10000,0.00105235735375394
"binint","0.2",200,10,0.05,"HL",0.0561,0.0612,0.0464,10000,0.00230114732253283
"binint","0.2",200,10,0.1,"HL",0.1094,0.1163,0.0942,10000,0.00312140417120244
"binint","0.2",200,10,0.01,"HL-equalwidth",0.0192042318307268,0.0012,0.0093,10000,0.00137242228597901
"binint","0.2",200,10,0.05,"HL-equalwidth",0.0727920883164673,0.0034,0.0545,10000,0.00259794919494194
"binint","0.2",200,10,0.1,"HL-equalwidth",0.134659613615455,0.0085,0.1007,10000,0.00341359637444721
"binint","0.2",200,10,0.01,"Pigeon-Heyse",0.0066,0.0131,0.0045,10000,0.000809718469592981
"binint","0.2",200,10,0.05,"Pigeon-Heyse",0.0341,0.0605,0.0301,10000,0.00181486060070739
"binint","0.2",200,10,0.1,"Pigeon-Heyse",0.0735,0.1149,0.0628,10000,0.00260955455969022
"binint","0.2",200,10,0.01,"Stukel",0.0288288288288288,0.0108108108108108,0.0244,10000,0.00167325214648561
"binint","0.2",200,10,0.05,"Stukel",0.0774774774774775,0.0594594594594595,0.0717,10000,0.00267347560230507
"binint","0.2",200,10,0.1,"Stukel",0.14954954954955,0.120720720720721,0.1197,10000,0.00356629333873528
"binint","0.2",200,10,0.01,"Tsiatis",0.0171,0.0204,0.0078,10000,0.00129644089722594
"binint","0.2",200,10,0.05,"Tsiatis",0.07,0.0726,0.0479,10000,0.00255147016443461
"binint","0.2",200,10,0.1,"Tsiatis",0.1346,0.1331,0.0987,10000,0.00341295824762038
"binint","0.2",200,10,0.01,"Xie",0.012,0.0227,0.0039,10000,0.0010888526071053
"binint","0.2",200,10,0.05,"Xie",0.046,0.079,0.0278,10000,0.00209485083001153
"binint","0.2",200,10,0.1,"Xie",0.0904,0.1398,0.0584,10000,0.00286753971201795
"binint","0.3",200,10,0.01,"DEF.poly2",0.049,0.0446,0.0109,10000,0.0021586801523153
"binint","0.3",200,10,0.05,"DEF.poly2",0.1391,0.1292,0.0536,10000,0.0034605084886473
"binint","0.3",200,10,0.1,"DEF.poly2",0.2232,0.2167,0.1005,10000,0.00416391354377105
"binint","0.3",200,10,0.01,"DEF.poly3",0.0456,0.0441,0.009,10000,0.00208616010890823
"binint","0.3",200,10,0.05,"DEF.poly3",0.1291,0.1225,0.048,10000,0.003353105873664
"binint","0.3",200,10,0.1,"DEF.poly3",0.2051,0.1929,0.1008,10000,0.00403774677264437
"binint","0.3",200,10,0.01,"DEF.stukel",0.0568056805680568,0.008000800080008,0.0096,10000,0.00231470938182867
"binint","0.3",200,10,0.05,"DEF.stukel",0.147514751475148,0.0267026702670267,0.0483,10000,0.00354618315336889
"binint","0.3",200,10,0.1,"DEF.stukel",0.227422742274227,0.0513051305130513,0.0966,10000,0.00419167792859492
"binint","0.3",200,10,0.01,"EF",0.0145,0.0184,0.008,10000,0.00119539742345381
"binint","0.3",200,10,0.05,"EF",0.0682,0.0726,0.0467,10000,0.00252088793880252
"binint","0.3",200,10,0.1,"EF",0.1274,0.1333,0.0936,10000,0.00333420515265633
"binint","0.3",200,10,0.01,"HL",0.0173,0.0205,0.0076,10000,0.00130386770801336
"binint","0.3",200,10,0.05,"HL",0.0766,0.0831,0.0464,10000,0.00265955710598588
"binint","0.3",200,10,0.1,"HL",0.1374,0.1436,0.0942,10000,0.00344269138901529
"binint","0.3",200,10,0.01,"HL-equalwidth",0.023967628138618,0.002,0.0093,10000,0.0015294829498895
"binint","0.3",200,10,0.05,"HL-equalwidth",0.091409006017846,0.0092,0.0545,10000,0.00288189867338662
"binint","0.3",200,10,0.1,"HL-equalwidth",0.160095455488691,0.0217,0.1007,10000,0.00366694560391287
"binint","0.3",200,10,0.01,"Pigeon-Heyse",0.0103,0.0203,0.0045,10000,0.00100964894889263
"binint","0.3",200,10,0.05,"Pigeon-Heyse",0.0495,0.0826,0.0301,10000,0.00216909543358516
"binint","0.3",200,10,0.1,"Pigeon-Heyse",0.0964,0.1424,0.0628,10000,0.00295139018091475
"binint","0.3",200,10,0.01,"Stukel",0.0423426988523941,0.0217649386624456,0.0244,10000,0.00201369795913612
"binint","0.3",200,10,0.05,"Stukel",0.127028096557182,0.0858725761772853,0.0717,10000,0.00333004443277025
"binint","0.3",200,10,0.1,"Stukel",0.197863078749505,0.165017807677087,0.1197,10000,0.00398388354269138
"binint","0.3",200,10,0.01,"Tsiatis",0.024,0.0274,0.0078,10000,0.00153049011757672
"binint","0.3",200,10,0.05,"Tsiatis",0.0936,0.0953,0.0479,10000,0.00291271419813204
"binint","0.3",200,10,0.1,"Tsiatis",0.1683,0.1646,0.0987,10000,0.00374132476537389
"binint","0.3",200,10,0.01,"Xie",0.016,0.0297,0.0039,10000,0.00125475097130865
"binint","0.3",200,10,0.05,"Xie",0.0664,0.1081,0.0278,10000,0.00248979999196723
"binint","0.3",200,10,0.1,"Xie",0.1232,0.1826,0.0584,10000,0.00328666639621365
"binint","0.5",200,10,0.01,"DEF.poly2",0.1502,0.1358,0.0109,10000,0.00357267350873264
"binint","0.5",200,10,0.05,"DEF.poly2",0.3261,0.3071,0.0536,10000,0.00468784374739602
"binint","0.5",200,10,0.1,"DEF.poly2",0.4302,0.4201,0.1005,10000,0.00495103989077042
"binint","0.5",200,10,0.01,"DEF.poly3",0.1394,0.1347,0.009,10000,0.003463634507277
"binint","0.5",200,10,0.05,"DEF.poly3",0.2922,0.2811,0.048,10000,0.00454773745944068
"binint","0.5",200,10,0.1,"DEF.poly3",0.399,0.3856,0.1008,10000,0.00489692760820497
"binint","0.5",200,10,0.01,"DEF.stukel",0.176,0.1296,0.0096,10000,0.00380820167533181
"binint","0.5",200,10,0.05,"DEF.stukel",0.3297,0.2549,0.0483,10000,0.00470104148035305
"binint","0.5",200,10,0.1,"DEF.stukel",0.4253,0.3365,0.0966,10000,0.00494388420171832
"binint","0.5",200,10,0.01,"EF",0.043,0.0487,0.008,10000,0.00202857092555326
"binint","0.5",200,10,0.05,"EF",0.1361,0.1439,0.0467,10000,0.00342894721452518
"binint","0.5",200,10,0.1,"EF",0.2228,0.2319,0.0936,10000,0.00416125173475482
"binint","0.5",200,10,0.01,"HL",0.0562,0.0637,0.0076,10000,0.00230307533528541
"binint","0.5",200,10,0.05,"HL",0.1687,0.1778,0.0464,10000,0.00374486728736814
"binint","0.5",200,10,0.1,"HL",0.2651,0.2747,0.0942,10000,0.00441386440661695
"binint","0.5",200,10,0.01,"HL-equalwidth",0.0597238895558223,0.0206,0.0093,10000,0.00236974569462941
"binint","0.5",200,10,0.05,"HL-equalwidth",0.170868347338936,0.0649,0.0545,10000,0.00376393883075425
"binint","0.5",200,10,0.1,"HL-equalwidth",0.265506202480992,0.1204,0.1007,10000,0.00441602376493962
"binint","0.5",200,10,0.01,"Pigeon-Heyse",0.0405,0.063,0.0045,10000,0.00197128765024286
"binint","0.5",200,10,0.05,"Pigeon-Heyse",0.1221,0.1776,0.0301,10000,0.00327401267560161
"binint","0.5",200,10,0.1,"Pigeon-Heyse",0.2028,0.2738,0.0628,10000,0.00402084767182245
"binint","0.5",200,10,0.01,"Stukel",0.168662562954673,0.0944599888080582,0.0244,10000,0.00374453605687318
"binint","0.5",200,10,0.05,"Stukel",0.315612758813654,0.258086177951875,0.0717,10000,0.00464759448841751
"binint","0.5",200,10,0.1,"Stukel",0.407274762171237,0.376608841634024,0.1197,10000,0.00491326805975004
"binint","0.5",200,10,0.01,"Tsiatis",0.0696,0.0794,0.0078,10000,0.00254471688012635
"binint","0.5",200,10,0.05,"Tsiatis",0.2009,0.1991,0.0479,10000,0.00400673420630818
"binint","0.5",200,10,0.1,"Tsiatis",0.2998,0.2994,0.0987,10000,0.00458170230372948
"binint","0.5",200,10,0.01,"Xie",0.0537,0.0943,0.0039,10000,0.00225424732449658
"binint","0.5",200,10,0.05,"Xie",0.1602,0.2282,0.0278,10000,0.00366791439376657
"binint","0.5",200,10,0.1,"Xie",0.2499,0.327,0.0584,10000,0.0043295495146724
"binint","0.7",200,10,0.01,"DEF.poly2",0.4314,0.3956,0.0109,10000,0.00495271683018523
"binint","0.7",200,10,0.05,"DEF.poly2",0.6489,0.62,0.0536,10000,0.00477314141839523
"binint","0.7",200,10,0.1,"DEF.poly2",0.7421,0.7262,0.1005,10000,0.00437478673765933
"binint","0.7",200,10,0.01,"DEF.poly3",0.409,0.3901,0.009,10000,0.00491649265228781
"binint","0.7",200,10,0.05,"DEF.poly3",0.6069,0.5909,0.048,10000,0.00488438726965829
"binint","0.7",200,10,0.1,"DEF.poly3",0.7056,0.687,0.1008,10000,0.00455772574866018
"binint","0.7",200,10,0.01,"DEF.stukel",0.4447,0.4337,0.0096,10000,0.00496932500446489
"binint","0.7",200,10,0.05,"DEF.stukel",0.6151,0.6038,0.0483,10000,0.00486571669952125
"binint","0.7",200,10,0.1,"DEF.stukel",0.6961,0.6847,0.0966,10000,0.00459939985215463
"binint","0.7",200,10,0.01,"EF",0.1605,0.1749,0.008,10000,0.00367069135177558
"binint","0.7",200,10,0.05,"EF",0.329,0.3445,0.0467,10000,0.00469849976056188
"binint","0.7",200,10,0.1,"EF",0.4493,0.4605,0.0936,10000,0.00497422868392678
"binint","0.7",200,10,0.01,"HL",0.2262,0.2406,0.0076,10000,0.00418370123216274
"binint","0.7",200,10,0.05,"HL",0.4245,0.4403,0.0464,10000,0.00494266881350551
"binint","0.7",200,10,0.1,"HL",0.5466,0.5563,0.0942,10000,0.00497823703734565
"binint","0.7",200,10,0.01,"HL-equalwidth",0.1548,0.1417,0.0093,10000,0.00361713920108143
"binint","0.7",200,10,0.05,"HL-equalwidth",0.3416,0.3082,0.0545,10000,0.0047424618079643
"binint","0.7",200,10,0.1,"HL-equalwidth",0.4678,0.4503,0.1007,10000,0.00498962082727736
"binint","0.7",200,10,0.01,"Pigeon-Heyse",0.1809,0.2404,0.0045,10000,0.00384935306252882
"binint","0.7",200,10,0.05,"Pigeon-Heyse",0.3545,0.4404,0.0301,10000,0.00478361526462988
"binint","0.7",200,10,0.1,"Pigeon-Heyse",0.4721,0.5563,0.0628,10000,0.00499220983132721
"binint","0.7",200,10,0.01,"Stukel",0.517403480696139,0.396079215843169,0.0244,10000,0.00499697027067061
"binint","0.7",200,10,0.05,"Stukel",0.68493698739748,0.626625325065013,0.0717,10000,0.00464540967722272
"binint","0.7",200,10,0.1,"Stukel",0.761952390478096,0.733646729345869,0.1197,10000,0.00425888418629588
"binint","0.7",200,10,0.01,"Tsiatis",0.2523,0.2672,0.0078,10000,0.00434332487847732
"binint","0.7",200,10,0.05,"Tsiatis",0.4604,0.4626,0.0479,10000,0.00498429373131239
"binint","0.7",200,10,0.1,"Tsiatis",0.5798,0.5773,0.0987,10000,0.00493590883222128
"binint","0.7",200,10,0.01,"Xie",0.2265,0.3096,0.0039,10000,0.00418566302991533
"binint","0.7",200,10,0.05,"Xie",0.422,0.5164,0.0278,10000,0.00493878527575354
"binint","0.7",200,10,0.1,"Xie",0.5388,0.6218,0.0584,10000,0.00498492286800909
"binint","0.1",500,10,0.01,"DEF.poly2",0.019,0.0194,0.0098,5000,0.00193075114916449
"binint","0.1",500,10,0.05,"DEF.poly2",0.0738,0.0782,0.0479,5000,0.00369739259478893
"binint","0.1",500,10,0.1,"DEF.poly2",0.1452,0.146,0.0992,5000,0.00498230789895607
"binint","0.1",500,10,0.01,"DEF.poly3",0.0172,0.0162,0.0097,5000,0.00183870389133215
"binint","0.1",500,10,0.05,"DEF.poly3",0.0718,0.0726,0.0484,5000,0.00365088372863338
"binint","0.1",500,10,0.1,"DEF.poly3",0.1322,0.13,0.0983,5000,0.00479005553203718
"binint","0.1",500,10,0.01,"DEF.stukel",0.018,0,0.0103,5000,0.00188021275391909
"binint","0.1",500,10,0.05,"DEF.stukel",0.072,2e-04,0.0486,5000,0.00365557109081468
"binint","0.1",500,10,0.1,"DEF.stukel",0.1372,4e-04,0.0943,5000,0.00486572009059296
"binint","0.1",500,10,0.01,"EF",0.0102,0.0106,0.0097,5000,0.00142098275851609
"binint","0.1",500,10,0.05,"EF",0.0534,0.0542,0.0498,5000,0.00317957355631223
"binint","0.1",500,10,0.1,"EF",0.1058,0.108,0.0983,5000,0.00434985884828462
"binint","0.1",500,10,0.01,"HL",0.0108,0.011,0.0098,5000,0.00146173595426807
"binint","0.1",500,10,0.05,"HL",0.0542,0.0544,0.05,5000,0.00320194815698193
"binint","0.1",500,10,0.1,"HL",0.1076,0.1102,0.0971,5000,0.00438228798688539
"binint","0.1",500,10,0.01,"HL-equalwidth",0.0196236559139785,2e-04,0.0101,5000,0.00196155897400758
"binint","0.1",500,10,0.05,"HL-equalwidth",0.0793010752688172,0.0022,0.048,5000,0.00382131952943029
"binint","0.1",500,10,0.1,"HL-equalwidth",0.143010752688172,0.0038,0.0989,5000,0.00495093278693489
"binint","0.1",500,10,0.01,"Pigeon-Heyse",0.0056,0.0108,0.0059,5000,0.00105533312276267
"binint","0.1",500,10,0.05,"Pigeon-Heyse",0.0332,0.0536,0.0306,5000,0.0025336834845734
"binint","0.1",500,10,0.1,"Pigeon-Heyse",0.0674,0.1088,0.0652,5000,0.00354562378150869
"binint","0.1",500,10,0.01,"Stukel",NA,NA,0.0202,5000,NA
"binint","0.1",500,10,0.05,"Stukel",NA,NA,0.0698,5000,NA
"binint","0.1",500,10,0.1,"Stukel",NA,NA,0.1162,5000,NA
"binint","0.1",500,10,0.01,"Tsiatis",0.0128,0.0134,0.0089,5000,0.0015897270205919
"binint","0.1",500,10,0.05,"Tsiatis",0.0628,0.0626,0.0516,5000,0.00343092290790685
"binint","0.1",500,10,0.1,"Tsiatis",0.1216,0.1162,0.1041,5000,0.00462197879700892
"binint","0.1",500,10,0.01,"Xie",0.008,0.015,0.005,5000,0.00125984125984189
"binint","0.1",500,10,0.05,"Xie",0.0404,0.0664,0.0294,5000,0.00278452293939195
"binint","0.1",500,10,0.1,"Xie",0.0794,0.1322,0.0622,5000,0.00382349682882045
"binint","0.2",500,10,0.01,"DEF.poly2",0.0534,0.0542,0.0098,5000,0.00317957355631223
"binint","0.2",500,10,0.05,"DEF.poly2",0.1566,0.1644,0.0479,5000,0.00513958052763063
"binint","0.2",500,10,0.1,"DEF.poly2",0.2348,0.2338,0.0992,5000,0.00599448012758404
"binint","0.2",500,10,0.01,"DEF.poly3",0.0454,0.0436,0.0097,5000,0.00294410733499986
"binint","0.2",500,10,0.05,"DEF.poly3",0.1374,0.1344,0.0484,5000,0.00486870085341049
"binint","0.2",500,10,0.1,"DEF.poly3",0.2168,0.214,0.0983,5000,0.00582748247530613
"binint","0.2",500,10,0.01,"DEF.stukel",0.0588,6e-04,0.0103,5000,0.00332693733033852
"binint","0.2",500,10,0.05,"DEF.stukel",0.1534,0.0058,0.0486,5000,0.00509643875662212
"binint","0.2",500,10,0.1,"DEF.stukel",0.2418,0.0124,0.0943,5000,0.0060552912398992
"binint","0.2",500,10,0.01,"EF",0.019,0.0196,0.0097,5000,0.00193075114916449
"binint","0.2",500,10,0.05,"EF",0.075,0.0764,0.0498,5000,0.00372491610643784
"binint","0.2",500,10,0.1,"EF",0.1394,0.1408,0.0983,5000,0.00489831889529459
"binint","0.2",500,10,0.01,"HL",0.0202,0.0204,0.0098,5000,0.0019895708079885
"binint","0.2",500,10,0.05,"HL",0.0786,0.0786,0.05,5000,0.00380583867235594
"binint","0.2",500,10,0.1,"HL",0.1442,0.1464,0.0971,5000,0.00496802495967965
"binint","0.2",500,10,0.01,"HL-equalwidth",0.0343716433941998,0.001,0.0101,5000,0.00257644070471578
"binint","0.2",500,10,0.05,"HL-equalwidth",0.108485499462943,0.007,0.048,5000,0.00439809949567353
